   0.5000000000E+02  -0.3338666924E+02  -0.3329890197E+02   0.2554352549E-01   0.1708768734E+00  -0.1469451232E+02   0.1568763564E+03  -0.1236540005E+02   0.1344854562E+03   0.1194138786E+01  -0.1478326452E+01  -0.3329890197E+02   0.0000000000E+00  -0.3310248157E+02   0.0000000000E+00   0.3678377130E+04   0.0000000000E+00
   0.1000000000E+03  -0.3338636422E+02  -0.3329135024E+02   0.2513535212E-01   0.1576039561E+00  -0.1470786130E+02   0.1573474987E+03  -0.1238580083E+02   0.1349710440E+03   0.1185996379E+01  -0.1463749665E+01  -0.3329512611E+02   0.1425714800E-04  -0.3310554625E+02   0.9392272432E-05   0.3566231858E+04   0.0000000000E+00
   0.1500000000E+03  -0.3338602493E+02  -0.3328332018E+02   0.3167617697E-01   0.1507207251E+00  -0.1475163639E+02   0.1577459333E+03  -0.1240284105E+02   0.1354158864E+03   0.1176202456E+01  -0.1461304109E+01  -0.3329119080E+02   0.4047809580E-04  -0.3310400526E+02   0.1101083308E-04   0.3454616529E+04   0.0000000000E+00
   0.2000000000E+03  -0.3338564608E+02  -0.3327004788E+02   0.3469344089E-01   0.1540379869E+00  -0.1479205480E+02   0.1581122112E+03  -0.1242213456E+02   0.1358297369E+03   0.1175048328E+01  -0.1479377961E+01  -0.3328590507E+02   0.1141754180E-03  -0.3309833306E+02   0.1047798032E-03   0.3391368947E+04   0.0000000000E+00
   0.2500000000E+03  -0.3338525053E+02  -0.3325491547E+02   0.3090444082E-01   0.1643132339E+00  -0.1477653664E+02   0.1584987742E+03  -0.1245139939E+02   0.1362066615E+03   0.1189327908E+01  -0.1514880647E+01  -0.3327970715E+02   0.2449971823E-03  -0.3309060601E+02   0.3226532383E-03   0.3384195575E+04   0.0000000000E+00
   0.3000000000E+03  -0.3338485306E+02  -0.3323683875E+02   0.2478003933E-01   0.1732257230E+00  -0.1474824370E+02   0.1588240811E+03  -0.1248027192E+02   0.1365126096E+03   0.1208568230E+01  -0.1554588298E+01  -0.3327256242E+02   0.4594003312E-03  -0.3308197717E+02   0.6411617378E-03   0.3415381852E+04   0.0000000000E+00
   0.3500000000E+03  -0.3338445744E+02  -0.3322006738E+02   0.2211643372E-01   0.1738863247E+00  -0.1473525122E+02   0.1590054763E+03  -0.1249991992E+02   0.1366915308E+03   0.1222977151E+01  -0.1583369973E+01  -0.3326506312E+02   0.7312079131E-03  -0.3307370395E+02   0.9602443656E-03   0.3450768398E+04   0.0000000000E+00
   0.4000000000E+03  -0.3338403438E+02  -0.3321015993E+02   0.2058426842E-01   0.1720184703E+00  -0.1470286479E+02   0.1590283009E+03  -0.1250971965E+02   0.1366887468E+03   0.1231088313E+01  -0.1597565502E+01  -0.3325820023E+02   0.9695026056E-03  -0.3306668560E+02   0.1185013924E-02   0.3473691203E+04   0.0000000000E+00
   0.4500000000E+03  -0.3338359540E+02  -0.3320862785E+02   0.2046973608E-01   0.1719455141E+00  -0.1460563966E+02   0.1589140683E+03  -0.1251120643E+02   0.1364783442E+03   0.1232102774E+01  -0.1599485575E+01  -0.3325269218E+02   0.1104488320E-02  -0.3306107749E+02   0.1304953073E-02   0.3489698977E+04   0.0000000000E+00
   0.5000000000E+03  -0.3338313821E+02  -0.3321390453E+02   0.2450898718E-01   0.1696498116E+00  -0.1447894650E+02   0.1586353566E+03  -0.1250175231E+02   0.1360706538E+03   0.1226319331E+01  -0.1589711811E+01  -0.3324881342E+02   0.1129442839E-02  -0.3305694432E+02   0.1328206032E-02   0.3500767962E+04   0.0000000000E+00
   0.5500000000E+03  -0.3338270100E+02  -0.3322030484E+02   0.3014206610E-01   0.1625786817E+00  -0.1436663693E+02   0.1581714846E+03  -0.1248087743E+02   0.1354946702E+03   0.1217378985E+01  -0.1572495900E+01  -0.3324622173E+02   0.1093934752E-02  -0.3305427520E+02   0.1278701599E-02   0.3500330911E+04   0.0000000000E+00
   0.6000000000E+03  -0.3338230088E+02  -0.3322343829E+02   0.3004909868E-01   0.1553184100E+00  -0.1423091821E+02   0.1575832856E+03  -0.1245239844E+02   0.1347766347E+03   0.1214176754E+01  -0.1558406858E+01  -0.3324432311E+02   0.1042425864E-02  -0.3305292484E+02   0.1192201588E-02   0.3486446573E+04   0.0000000000E+00
   0.6500000000E+03  -0.3338191166E+02  -0.3322209546E+02   0.2503693954E-01   0.1544981709E+00  -0.1410477029E+02   0.1568473508E+03  -0.1240989012E+02   0.1339293480E+03   0.1217198991E+01  -0.1556550295E+01  -0.3324261329E+02   0.9973210299E-03  -0.3305212757E+02   0.1108121408E-02   0.3468063006E+04   0.0000000000E+00
   0.7000000000E+03  -0.3338149299E+02  -0.3321436832E+02   0.2110219334E-01   0.1610392468E+00  -0.1405699325E+02   0.1558882633E+03  -0.1234821325E+02   0.1329496817E+03   0.1218357771E+01  -0.1567623884E+01  -0.3324059579E+02   0.9789976973E-03  -0.3305070609E+02   0.1055237675E-02   0.3457524153E+04   0.0000000000E+00
   0.7500000000E+03  -0.3338102370E+02  -0.3320375865E+02   0.2429695211E-01   0.1678107548E+00  -0.1402241418E+02   0.1547738180E+03  -0.1227679195E+02   0.1318337891E+03   0.1213815872E+01  -0.1583188625E+01  -0.3323813998E+02   0.9981651656E-03  -0.3304810241E+02   0.1079796311E-02   0.3458803172E+04   0.0000000000E+00
